 Time Elapsed: 37.0s
 Current Slope: -0.45833334
 Number of Data Points: 18
1: {24.0, 448.0}
2: {27.0, 445.0}
3: {29.0, 449.0}
4: {24.0, 450.0}
5: {23.0, 451.0}
6: {18.0, 448.0}
7: {19.0, 445.0}
8: {20.0, 451.0}
9: {18.0, 454.0}
10: {21.0, 496.0}
11: {16.0, 463.0}
12: {14.0, 454.0}
13: {14.0, 455.0}
14: {13.0, 463.0}
15: {12.0, 444.0}
16: {12.0, 460.0}
17: {11.0, 461.0}
18: {9.0, 462.0}
