 Time Elapsed: 22.0s
 Current Slope: -0.5643762
 Number of Data Points: 22
1: {28.0, 447.0}
2: {26.0, 450.0}
3: {30.0, 457.0}
4: {20.0, 501.0}
5: {23.0, 455.0}
6: {27.0, 434.0}
7: {24.0, 455.0}
8: {19.0, 458.0}
9: {22.0, 457.0}
10: {18.0, 459.0}
11: {16.0, 461.0}
12: {22.0, 432.0}
13: {21.0, 460.0}
14: {19.0, 489.0}
15: {13.0, 461.0}
16: {14.0, 463.0}
17: {16.0, 462.0}
18: {13.0, 482.0}
19: {13.0, 461.0}
20: {11.0, 458.0}
21: {10.0, 433.0}
22: {9.0, 460.0}
